,TaskTypeID,SubTaskTypeID,AppointmentStatus,LanguageID,ForcedAppointment,SameDayAsApplied,LobbyBureauID,DayNumberOfWeek,DayNumberOfMonth,AppHour,Attempts,Reschedules,NoShows
9213,162,209,1,1,0,0.0,1,4.0,16.0,10,0.0,0.0,0.0
9214,162,209,1,1,0,0.0,4,5.0,7.0,13,0.0,0.0,0.0
9215,162,209,1,1,0,0.0,2,3.0,13.0,14,0.0,0.0,1.0
9216,162,209,1,1,0,0.0,2,5.0,19.0,13,0.0,0.0,0.0
9217,162,210,0,1,0,0.0,2,1.0,20.0,12,2.0,0.0,1.0
9218,162,209,0,1,0,0.0,1,2.0,19.0,12,0.0,0.0,1.0
9220,162,210,0,1,0,0.0,2,4.0,18.0,14,2.0,0.0,1.0
9221,162,209,1,1,0,0.0,1,2.0,26.0,9,0.0,0.0,0.0
9222,162,209,1,1,1,1.0,6,1.0,30.0,14,0.0,0.0,0.0
9223,162,210,0,1,0,0.0,3,5.0,29.0,8,0.0,0.0,1.0
9224,162,209,1,17,0,1.0,7,2.0,28.0,13,0.0,0.0,0.0
9226,162,210,1,1,0,0.0,2,4.0,13.0,12,1.0,0.0,0.0
9227,162,209,1,1,0,0.0,1,2.0,14.0,12,0.0,1.0,1.0
9229,162,209,0,1,0,0.0,6,4.0,15.0,8,0.0,0.0,1.0
9230,162,209,1,1,0,0.0,1,1.0,24.0,10,0.0,3.0,2.0
9231,162,209,1,1,0,0.0,1,2.0,21.0,14,0.0,0.0,0.0
9232,162,210,0,1,0,0.0,2,5.0,9.0,8,2.0,1.0,1.0
9233,162,209,1,1,0,0.0,4,5.0,7.0,13,0.0,2.0,2.0
9234,162,210,0,1,0,0.0,2,3.0,27.0,13,0.0,0.0,1.0
9235,162,210,1,1,0,0.0,2,2.0,4.0,7,0.0,0.0,0.0
9237,162,209,1,1,0,0.0,1,5.0,7.0,14,0.0,1.0,1.0
9238,162,210,1,1,0,0.0,4,3.0,19.0,11,1.0,0.0,0.0
9239,162,209,1,8,0,0.0,3,3.0,8.0,9,0.0,0.0,0.0
9240,162,210,1,1,0,0.0,2,2.0,27.0,14,1.0,0.0,0.0
9241,162,210,1,3,0,0.0,7,5.0,2.0,9,1.0,0.0,0.0
9242,162,209,0,18,0,0.0,1,3.0,3.0,9,0.0,0.0,1.0
9244,162,210,1,1,0,0.0,2,5.0,13.0,8,0.0,0.0,0.0
9245,162,210,0,1,0,0.0,2,4.0,6.0,8,2.0,0.0,1.0
9247,162,209,1,1,0,0.0,7,2.0,10.0,8,0.0,0.0,0.0
9248,162,209,1,1,1,0.0,1,1.0,10.0,9,0.0,2.0,2.0
9249,162,210,1,1,0,0.0,2,5.0,31.0,7,2.0,0.0,0.0
9250,162,210,1,1,0,0.0,2,2.0,4.0,11,1.0,0.0,0.0
9251,162,209,1,1,0,0.0,2,2.0,30.0,15,0.0,0.0,0.0
9252,162,210,0,1,0,0.0,2,1.0,27.0,7,2.0,0.0,1.0
9253,162,209,1,1,0,0.0,1,2.0,4.0,9,0.0,0.0,0.0
9254,162,211,1,16,0,0.0,4,2.0,9.0,9,0.0,0.0,0.0
9256,162,210,1,1,0,0.0,2,5.0,17.0,10,1.0,0.0,0.0
9257,162,209,1,8,0,0.0,1,3.0,18.0,10,0.0,0.0,0.0
9258,162,209,1,1,0,0.0,7,5.0,24.0,9,0.0,1.0,1.0
9259,162,210,0,1,0,0.0,2,3.0,27.0,10,0.0,0.0,1.0
9260,162,210,1,1,0,0.0,7,4.0,21.0,13,0.0,0.0,0.0
9261,162,209,1,17,0,0.0,4,2.0,14.0,9,0.0,0.0,0.0
9262,162,209,1,1,0,0.0,7,2.0,25.0,8,0.0,0.0,0.0
9263,162,209,1,1,0,0.0,5,1.0,1.0,8,0.0,0.0,0.0
9265,162,210,1,1,0,0.0,6,1.0,24.0,9,2.0,0.0,0.0
9267,162,210,1,1,0,0.0,2,3.0,19.0,14,1.0,0.0,0.0
9268,162,210,0,1,0,0.0,2,2.0,27.0,15,2.0,0.0,1.0
9270,162,209,1,1,0,0.0,1,2.0,17.0,8,0.0,0.0,0.0
9271,162,209,1,1,0,0.0,7,4.0,12.0,9,0.0,0.0,0.0
9273,162,210,1,1,0,0.0,6,2.0,16.0,14,1.0,0.0,0.0
9275,162,209,1,1,0,0.0,4,3.0,26.0,8,0.0,0.0,0.0
9276,162,209,1,1,0,0.0,2,1.0,30.0,13,0.0,0.0,0.0
9277,162,209,1,1,0,0.0,2,4.0,30.0,15,0.0,0.0,0.0
9278,162,210,1,1,0,0.0,2,4.0,2.0,12,1.0,0.0,0.0
9280,162,210,1,1,0,0.0,2,1.0,23.0,8,0.0,1.0,1.0
9282,162,210,1,1,0,0.0,2,2.0,24.0,8,1.0,0.0,0.0
9283,162,210,1,1,0,0.0,2,1.0,23.0,15,1.0,0.0,0.0
9285,162,210,1,1,0,0.0,2,5.0,19.0,7,1.0,0.0,0.0
9286,162,209,1,1,0,0.0,1,2.0,23.0,9,0.0,0.0,0.0
9288,162,209,1,1,0,0.0,4,5.0,14.0,13,0.0,0.0,0.0
9290,162,209,1,1,0,0.0,1,2.0,9.0,13,0.0,0.0,0.0
9291,162,209,1,7,0,0.0,5,4.0,15.0,8,0.0,0.0,0.0
9292,162,210,1,1,0,0.0,7,1.0,13.0,13,1.0,0.0,0.0
9294,162,210,1,1,0,0.0,2,3.0,5.0,14,1.0,1.0,1.0
9295,162,210,0,1,0,0.0,2,4.0,20.0,13,2.0,0.0,1.0
9298,162,209,1,1,0,1.0,2,4.0,6.0,13,0.0,0.0,0.0
9301,162,209,1,1,0,0.0,1,2.0,25.0,13,0.0,0.0,0.0
9302,162,209,1,1,0,0.0,4,3.0,26.0,13,0.0,2.0,1.0
9303,162,209,1,1,0,1.0,7,4.0,20.0,13,0.0,0.0,0.0
9304,162,209,1,1,0,0.0,7,4.0,6.0,9,0.0,0.0,0.0
9305,162,209,1,1,0,0.0,8,2.0,12.0,9,0.0,0.0,0.0
9306,162,209,1,1,0,0.0,1,4.0,23.0,10,0.0,1.0,0.0
9308,162,210,1,1,0,0.0,2,4.0,15.0,8,1.0,0.0,0.0
9309,162,210,1,1,0,0.0,5,4.0,19.0,14,0.0,0.0,0.0
9310,162,209,0,1,0,0.0,1,2.0,19.0,10,0.0,0.0,1.0
9313,162,209,0,1,0,0.0,4,5.0,28.0,8,0.0,0.0,1.0
9315,162,210,0,1,0,0.0,2,5.0,10.0,14,1.0,0.0,1.0
9316,162,209,1,2,0,0.0,6,2.0,27.0,13,0.0,0.0,0.0
9318,162,210,0,1,0,0.0,2,3.0,15.0,14,2.0,0.0,1.0
9319,162,209,0,1,0,0.0,3,2.0,4.0,8,0.0,0.0,1.0
9320,162,210,1,1,0,0.0,2,3.0,24.0,10,1.0,0.0,0.0
9322,162,209,1,1,0,0.0,7,5.0,26.0,13,0.0,0.0,0.0
9323,162,210,1,1,0,0.0,2,5.0,27.0,13,1.0,1.0,1.0
9324,162,209,1,1,0,0.0,6,1.0,13.0,9,0.0,1.0,1.0
9325,162,209,0,1,0,0.0,5,2.0,25.0,13,0.0,0.0,1.0
9327,162,209,1,1,0,0.0,5,4.0,26.0,9,0.0,0.0,0.0
9328,162,210,0,1,0,0.0,2,4.0,20.0,7,2.0,0.0,1.0
9329,162,210,1,1,0,0.0,2,2.0,20.0,7,1.0,0.0,0.0
9330,162,209,1,1,0,0.0,7,4.0,12.0,9,0.0,1.0,1.0
9331,162,209,1,2,0,0.0,1,3.0,15.0,9,0.0,1.0,1.0
9332,162,209,0,1,0,0.0,2,1.0,22.0,10,0.0,0.0,1.0
9333,162,209,1,1,0,0.0,3,1.0,6.0,13,0.0,0.0,0.0
9335,162,209,1,1,0,0.0,5,5.0,7.0,13,0.0,0.0,0.0
9338,162,210,0,1,0,0.0,2,2.0,25.0,7,2.0,0.0,1.0
9341,162,209,1,1,0,0.0,4,2.0,11.0,14,0.0,0.0,0.0
9342,162,209,1,27,0,0.0,4,1.0,25.0,14,0.0,0.0,0.0
9343,162,210,1,1,0,0.0,4,5.0,22.0,13,0.0,0.0,0.0
9344,162,209,1,1,0,0.0,7,4.0,29.0,13,0.0,0.0,0.0
9345,162,209,1,1,0,0.0,5,4.0,27.0,14,0.0,0.0,0.0
9346,162,209,1,1,1,0.0,7,2.0,14.0,8,0.0,0.0,0.0
9347,162,209,1,1,1,0.0,7,2.0,26.0,8,0.0,0.0,0.0
9348,162,210,1,1,0,0.0,2,2.0,11.0,13,2.0,0.0,0.0
9349,162,209,1,1,0,1.0,8,1.0,20.0,13,0.0,0.0,1.0
9350,162,210,1,1,0,0.0,2,1.0,24.0,13,1.0,0.0,0.0
9351,162,210,1,1,0,0.0,7,2.0,24.0,11,0.0,0.0,0.0
9352,162,210,0,1,0,0.0,2,5.0,29.0,7,0.0,0.0,1.0
9353,162,209,1,1,0,0.0,1,4.0,8.0,8,0.0,0.0,0.0
9354,162,209,1,17,0,0.0,4,4.0,30.0,14,0.0,0.0,0.0
9355,162,210,1,1,0,0.0,2,3.0,20.0,12,0.0,0.0,0.0
9356,162,209,1,7,0,0.0,5,2.0,11.0,14,0.0,0.0,0.0
9357,162,210,1,1,0,0.0,2,5.0,7.0,13,2.0,0.0,0.0
9358,162,210,1,1,0,0.0,2,5.0,22.0,8,0.0,0.0,0.0
9359,162,210,1,1,0,0.0,4,5.0,24.0,14,1.0,0.0,0.0
9360,162,211,1,1,0,0.0,6,5.0,21.0,9,0.0,0.0,0.0
9361,162,210,1,1,0,0.0,2,2.0,25.0,12,2.0,0.0,0.0
9363,162,209,0,1,0,0.0,4,3.0,14.0,13,0.0,0.0,1.0
9365,162,209,1,1,0,0.0,1,2.0,10.0,9,0.0,0.0,0.0
9366,162,210,0,1,0,0.0,3,3.0,29.0,8,2.0,0.0,1.0
9368,162,209,0,8,0,0.0,5,4.0,19.0,14,0.0,0.0,1.0
9369,162,210,1,1,0,0.0,2,5.0,15.0,12,0.0,0.0,0.0
9370,162,209,1,1,0,0.0,1,3.0,5.0,13,0.0,0.0,0.0
9371,162,209,1,7,0,0.0,6,3.0,7.0,9,0.0,0.0,0.0
9372,162,209,1,1,0,0.0,3,5.0,10.0,13,0.0,1.0,1.0
9373,162,209,1,1,0,0.0,1,1.0,10.0,10,0.0,0.0,0.0
9374,162,210,1,1,0,0.0,2,3.0,26.0,14,1.0,0.0,0.0
9375,162,210,1,1,0,0.0,6,5.0,8.0,13,0.0,0.0,0.0
9377,162,210,1,1,0,0.0,3,2.0,17.0,9,0.0,1.0,1.0
9378,162,209,1,1,0,0.0,7,3.0,20.0,8,0.0,0.0,0.0
9379,162,209,1,1,0,0.0,5,3.0,5.0,14,0.0,0.0,0.0
9380,162,209,0,1,0,0.0,4,5.0,19.0,14,0.0,1.0,2.0
9381,162,210,1,1,0,0.0,2,4.0,23.0,8,1.0,0.0,0.0
9382,162,209,1,1,0,0.0,5,5.0,15.0,14,0.0,1.0,1.0
9383,162,209,0,1,0,0.0,7,1.0,22.0,14,0.0,0.0,1.0
9384,162,209,0,1,0,0.0,1,2.0,17.0,12,0.0,1.0,2.0
9385,162,209,0,1,0,0.0,7,1.0,16.0,8,0.0,0.0,1.0
9386,162,210,1,1,0,0.0,2,5.0,15.0,8,0.0,0.0,0.0
9387,162,210,1,1,0,0.0,2,4.0,25.0,8,1.0,0.0,0.0
9388,162,209,1,1,0,0.0,2,4.0,25.0,13,0.0,0.0,0.0
9389,162,210,1,1,0,0.0,2,1.0,17.0,14,1.0,0.0,0.0
9390,162,209,1,8,0,0.0,7,2.0,27.0,9,0.0,1.0,1.0
9391,162,210,1,1,0,0.0,7,1.0,22.0,8,1.0,0.0,0.0
9392,162,209,1,1,0,0.0,6,2.0,25.0,9,0.0,0.0,0.0
9394,162,209,1,1,0,0.0,5,2.0,6.0,9,0.0,0.0,0.0
9396,162,209,1,13,0,0.0,4,3.0,3.0,8,0.0,0.0,0.0
9397,162,210,1,1,0,0.0,6,3.0,19.0,13,1.0,0.0,0.0
9399,162,209,1,1,0,0.0,3,3.0,22.0,8,0.0,0.0,0.0
9400,162,210,1,1,0,0.0,2,3.0,26.0,14,1.0,0.0,0.0
9401,162,209,1,1,0,0.0,5,2.0,9.0,14,0.0,0.0,0.0
9402,162,209,1,1,0,0.0,4,3.0,5.0,14,0.0,2.0,0.0
9403,162,210,1,1,0,0.0,2,1.0,18.0,12,0.0,0.0,1.0
9404,162,209,1,1,0,0.0,4,2.0,7.0,8,0.0,0.0,0.0
9405,162,210,0,1,0,0.0,2,4.0,18.0,7,2.0,0.0,1.0
9406,162,209,1,1,0,0.0,3,3.0,22.0,8,0.0,0.0,0.0
9407,162,209,1,8,0,0.0,5,2.0,10.0,14,0.0,0.0,0.0
9408,162,209,1,1,0,0.0,7,3.0,29.0,9,0.0,0.0,0.0
9409,162,210,0,1,0,0.0,2,2.0,23.0,14,2.0,0.0,1.0
9411,162,210,1,1,0,0.0,2,2.0,3.0,15,0.0,0.0,0.0
9412,162,210,1,1,0,0.0,2,3.0,8.0,7,1.0,0.0,0.0
9413,162,209,1,1,0,0.0,1,5.0,7.0,14,0.0,0.0,0.0
9414,162,209,1,1,0,0.0,1,1.0,10.0,14,0.0,0.0,0.0
9416,162,210,1,1,0,0.0,2,4.0,16.0,8,1.0,0.0,0.0
9417,162,210,1,1,0,0.0,2,5.0,31.0,8,1.0,0.0,0.0
9418,162,209,1,1,0,0.0,3,5.0,30.0,9,0.0,0.0,0.0
9419,162,210,1,1,0,0.0,2,3.0,5.0,8,1.0,1.0,1.0
9420,162,210,1,1,0,0.0,7,1.0,1.0,9,1.0,0.0,0.0
9422,162,209,1,1,0,0.0,1,5.0,2.0,12,0.0,0.0,0.0
9423,162,209,1,1,0,0.0,1,3.0,7.0,8,0.0,0.0,0.0
9424,162,209,1,1,1,0.0,7,1.0,23.0,8,0.0,0.0,0.0
9425,162,209,1,7,0,0.0,5,4.0,6.0,14,0.0,0.0,0.0
9426,162,211,1,1,0,0.0,3,3.0,26.0,14,0.0,0.0,0.0
9427,162,209,1,1,0,0.0,2,1.0,24.0,15,0.0,0.0,0.0
9428,162,209,1,8,0,0.0,2,4.0,20.0,8,0.0,0.0,0.0
9429,162,211,1,1,0,0.0,7,2.0,4.0,9,0.0,0.0,0.0
9430,162,209,1,1,0,0.0,1,1.0,6.0,8,0.0,1.0,1.0
9431,162,209,1,1,0,0.0,1,3.0,5.0,8,0.0,0.0,1.0
9433,162,209,1,1,0,0.0,6,2.0,18.0,14,0.0,0.0,0.0
9434,162,209,1,1,0,0.0,7,4.0,25.0,9,0.0,0.0,0.0
9435,162,209,1,1,0,0.0,7,5.0,2.0,9,0.0,0.0,0.0
9436,162,209,1,1,0,0.0,1,2.0,4.0,8,0.0,0.0,0.0
9437,162,209,0,1,0,0.0,2,3.0,10.0,13,0.0,0.0,1.0
9438,162,209,0,1,0,0.0,2,3.0,26.0,14,0.0,0.0,1.0
9440,162,210,0,1,0,0.0,2,2.0,20.0,8,2.0,1.0,1.0
9442,162,210,1,1,0,0.0,2,2.0,25.0,14,2.0,0.0,0.0
9443,162,209,0,1,0,0.0,5,1.0,20.0,14,0.0,0.0,1.0
9444,162,209,0,36,0,0.0,1,1.0,30.0,10,0.0,0.0,1.0
9445,162,210,1,8,0,0.0,3,2.0,20.0,14,1.0,0.0,0.0
9446,162,209,1,1,0,0.0,1,3.0,11.0,9,0.0,0.0,0.0
9447,162,210,1,1,0,0.0,2,3.0,3.0,10,2.0,0.0,0.0
9448,162,210,1,1,0,0.0,2,2.0,18.0,10,1.0,0.0,0.0
9450,162,210,1,1,0,0.0,2,3.0,14.0,12,1.0,0.0,0.0
9451,162,209,0,1,0,0.0,1,3.0,1.0,13,0.0,1.0,1.0
9452,162,209,1,1,0,0.0,1,5.0,17.0,12,0.0,0.0,0.0
9454,162,209,1,1,0,0.0,1,4.0,15.0,13,0.0,0.0,0.0
9457,162,209,1,1,0,0.0,6,5.0,15.0,14,0.0,0.0,0.0
9458,162,209,1,1,0,0.0,5,1.0,15.0,9,0.0,0.0,0.0
9459,162,209,1,1,0,0.0,5,2.0,7.0,13,0.0,0.0,0.0
9460,162,209,0,1,0,0.0,2,5.0,26.0,8,0.0,0.0,1.0
9461,162,210,1,1,0,0.0,4,4.0,30.0,9,2.0,0.0,0.0
9462,162,210,0,1,0,0.0,2,4.0,1.0,15,2.0,0.0,1.0
9463,162,210,1,1,0,0.0,2,4.0,27.0,14,1.0,0.0,0.0
9464,162,209,1,1,0,0.0,2,3.0,24.0,14,0.0,0.0,0.0
9465,162,209,1,1,0,0.0,1,5.0,15.0,10,0.0,0.0,0.0
9466,162,210,1,1,0,0.0,2,4.0,5.0,13,0.0,0.0,0.0
9467,162,209,0,1,0,0.0,7,2.0,17.0,8,0.0,0.0,1.0
9468,162,210,1,1,0,0.0,7,2.0,19.0,11,0.0,0.0,0.0
9471,162,209,1,1,0,1.0,4,5.0,30.0,14,0.0,0.0,0.0
9472,162,210,1,1,0,0.0,2,5.0,6.0,14,0.0,0.0,0.0
9473,162,210,1,1,0,0.0,2,4.0,11.0,14,1.0,0.0,0.0
9474,162,210,1,1,0,0.0,2,3.0,22.0,15,1.0,1.0,0.0
9475,162,209,1,7,0,0.0,6,2.0,31.0,9,0.0,0.0,0.0
9476,162,209,1,1,0,0.0,1,1.0,22.0,10,0.0,0.0,0.0
9477,162,209,1,1,0,0.0,5,4.0,26.0,9,0.0,0.0,0.0
9478,162,209,1,1,0,0.0,4,4.0,14.0,13,0.0,0.0,0.0
9480,162,210,1,1,0,0.0,5,3.0,19.0,13,1.0,1.0,0.0
9481,162,210,0,1,0,0.0,2,2.0,2.0,10,2.0,0.0,1.0
9482,162,209,0,1,0,0.0,3,5.0,24.0,8,0.0,0.0,1.0
9483,162,210,1,1,0,0.0,7,2.0,11.0,14,1.0,0.0,0.0
9484,162,210,0,1,0,0.0,2,5.0,15.0,8,0.0,0.0,1.0
9485,162,210,0,1,0,0.0,2,3.0,7.0,10,2.0,0.0,1.0
9486,162,210,1,1,0,0.0,5,4.0,9.0,9,1.0,0.0,0.0
9487,162,210,1,1,0,0.0,2,5.0,16.0,13,2.0,0.0,0.0
9488,162,209,1,1,0,0.0,7,3.0,5.0,9,0.0,0.0,0.0
9489,162,209,1,1,0,0.0,1,3.0,3.0,8,0.0,0.0,0.0
9491,162,210,1,1,0,0.0,6,1.0,30.0,8,1.0,0.0,0.0
9492,162,209,1,1,0,0.0,1,2.0,12.0,12,0.0,0.0,0.0
9493,162,209,1,1,0,0.0,7,5.0,17.0,8,0.0,0.0,0.0
9494,162,210,1,1,0,0.0,7,2.0,17.0,8,0.0,0.0,0.0
9495,162,210,1,32,0,0.0,2,2.0,3.0,14,0.0,0.0,0.0
9496,162,209,0,1,0,0.0,1,3.0,7.0,10,0.0,0.0,1.0
9497,162,210,1,1,0,0.0,1,2.0,9.0,14,1.0,0.0,0.0
9498,162,209,1,27,0,0.0,4,1.0,3.0,13,0.0,0.0,0.0
9499,162,209,0,1,0,0.0,1,2.0,7.0,8,0.0,0.0,1.0
9500,162,209,1,1,0,0.0,7,4.0,30.0,9,0.0,1.0,1.0
9501,162,209,1,1,0,0.0,3,3.0,28.0,11,0.0,0.0,0.0
9502,162,209,1,1,0,0.0,7,2.0,7.0,9,0.0,0.0,0.0
9507,162,210,0,8,0,0.0,6,2.0,14.0,13,2.0,0.0,1.0
9508,162,210,1,1,0,0.0,2,3.0,26.0,10,1.0,0.0,0.0
9509,162,209,1,1,1,0.0,5,4.0,21.0,13,0.0,2.0,1.0
9510,162,210,1,1,0,0.0,2,3.0,18.0,10,0.0,0.0,0.0
9511,162,210,0,1,0,0.0,2,2.0,27.0,10,2.0,0.0,1.0
9512,162,210,1,1,0,0.0,2,3.0,28.0,7,1.0,0.0,0.0
9513,162,209,1,1,1,0.0,1,5.0,17.0,12,0.0,1.0,1.0
9514,162,210,1,1,0,0.0,2,1.0,11.0,12,0.0,1.0,2.0
9515,162,210,1,1,0,0.0,2,3.0,22.0,10,1.0,0.0,0.0
9516,162,210,1,1,0,0.0,7,1.0,26.0,14,1.0,0.0,0.0
9517,162,209,1,1,0,0.0,5,2.0,27.0,13,0.0,0.0,0.0
9518,162,210,0,1,0,0.0,2,4.0,30.0,12,2.0,0.0,1.0
9519,162,210,1,1,0,0.0,2,1.0,24.0,15,2.0,0.0,0.0
9520,162,210,1,1,0,0.0,2,5.0,5.0,13,1.0,0.0,1.0
9523,162,209,0,1,0,0.0,7,1.0,6.0,14,0.0,0.0,1.0
9524,162,210,1,1,0,0.0,2,3.0,12.0,8,1.0,0.0,0.0
9525,162,209,1,1,0,0.0,7,2.0,10.0,14,0.0,0.0,0.0
9527,162,210,1,1,0,0.0,2,3.0,7.0,14,1.0,1.0,0.0
9530,162,209,1,1,0,0.0,2,5.0,2.0,13,0.0,0.0,0.0
9532,162,209,1,1,0,0.0,1,3.0,17.0,12,0.0,1.0,1.0
9533,162,209,0,1,0,0.0,1,5.0,28.0,8,0.0,0.0,1.0
9534,162,209,0,1,0,0.0,2,2.0,30.0,14,0.0,0.0,1.0
9535,162,210,1,1,0,0.0,7,4.0,8.0,8,1.0,0.0,0.0
9536,162,209,1,10,0,0.0,3,5.0,19.0,14,0.0,1.0,1.0
9537,162,209,1,1,0,0.0,1,2.0,19.0,9,0.0,0.0,0.0
9538,162,210,1,1,0,0.0,2,1.0,18.0,13,0.0,0.0,0.0
9539,162,210,0,1,0,0.0,2,1.0,15.0,8,2.0,0.0,2.0
9542,162,209,0,1,0,0.0,2,2.0,16.0,13,0.0,0.0,1.0
9543,162,209,1,1,0,0.0,6,3.0,25.0,8,0.0,0.0,0.0
9544,162,210,1,1,0,0.0,2,3.0,5.0,13,1.0,1.0,0.0
9545,162,209,1,8,0,0.0,7,1.0,20.0,9,0.0,0.0,0.0
9547,162,210,1,1,0,0.0,2,2.0,4.0,10,1.0,0.0,0.0
9548,162,210,1,1,0,0.0,2,5.0,14.0,10,1.0,1.0,1.0
9549,162,210,1,1,0,0.0,6,5.0,8.0,8,0.0,0.0,0.0
9550,162,209,1,1,0,0.0,5,1.0,25.0,13,0.0,0.0,0.0
9551,162,210,1,1,0,0.0,2,5.0,27.0,13,1.0,0.0,0.0
9552,162,210,1,1,0,0.0,2,2.0,10.0,13,0.0,0.0,0.0
9553,162,210,1,1,0,0.0,2,5.0,13.0,13,0.0,0.0,0.0
9554,162,210,0,1,0,0.0,2,1.0,29.0,7,1.0,1.0,3.0
9555,162,209,1,1,0,0.0,4,3.0,25.0,8,0.0,1.0,0.0
9556,162,210,1,1,0,0.0,2,2.0,18.0,7,1.0,0.0,0.0
9558,162,210,1,1,0,0.0,2,1.0,17.0,13,1.0,0.0,0.0
9559,162,210,1,1,0,0.0,2,1.0,27.0,8,1.0,0.0,1.0
9561,162,210,1,8,0,0.0,7,2.0,20.0,9,1.0,0.0,0.0
9562,162,209,1,1,1,0.0,7,5.0,7.0,8,0.0,0.0,0.0
9563,162,210,1,1,0,0.0,5,5.0,2.0,14,1.0,0.0,0.0
9564,162,209,1,17,0,0.0,4,4.0,6.0,9,0.0,0.0,0.0
9565,162,209,1,1,0,0.0,1,1.0,20.0,12,0.0,0.0,0.0
9566,162,209,0,1,0,0.0,3,2.0,11.0,13,0.0,0.0,1.0
9567,162,210,1,1,0,0.0,2,5.0,28.0,10,1.0,0.0,0.0
9569,162,209,0,1,0,0.0,3,5.0,2.0,13,0.0,0.0,1.0
9570,162,209,1,1,0,0.0,1,4.0,30.0,13,0.0,0.0,0.0
9571,162,209,1,1,0,0.0,2,5.0,19.0,13,0.0,0.0,0.0
9572,162,210,0,1,0,0.0,2,3.0,13.0,13,0.0,0.0,1.0
9574,162,210,1,1,0,0.0,2,5.0,12.0,15,1.0,0.0,0.0
9575,162,209,1,1,0,0.0,1,2.0,6.0,9,0.0,0.0,0.0
9576,162,209,1,1,0,0.0,6,1.0,23.0,9,0.0,0.0,0.0
9580,162,209,1,1,0,0.0,1,1.0,2.0,13,0.0,0.0,0.0
9581,162,209,1,1,0,0.0,1,4.0,25.0,9,0.0,0.0,0.0
9584,162,210,0,3,0,0.0,7,5.0,3.0,8,2.0,0.0,1.0
9585,162,210,1,1,0,0.0,2,4.0,14.0,8,0.0,0.0,0.0
9586,162,210,1,1,0,0.0,2,4.0,2.0,10,1.0,0.0,0.0
9587,162,210,1,1,0,0.0,2,1.0,30.0,13,1.0,0.0,1.0
9590,162,209,1,1,0,0.0,3,4.0,28.0,9,0.0,0.0,0.0
9593,162,210,1,1,0,0.0,7,1.0,22.0,14,1.0,0.0,0.0
9594,162,210,1,17,0,0.0,7,3.0,22.0,11,1.0,1.0,1.0
9595,162,210,1,1,0,0.0,7,2.0,17.0,8,0.0,1.0,1.0
9596,162,210,1,1,0,0.0,2,5.0,15.0,13,0.0,0.0,0.0
9597,162,211,1,1,0,0.0,6,3.0,27.0,9,0.0,0.0,0.0
9599,162,209,0,1,0,0.0,3,4.0,12.0,14,0.0,0.0,1.0
9600,162,209,1,1,0,0.0,7,2.0,21.0,13,0.0,0.0,0.0
9601,162,209,0,1,0,0.0,1,2.0,13.0,14,0.0,2.0,1.0
9602,162,209,0,17,0,0.0,4,2.0,9.0,13,0.0,0.0,1.0
9603,162,209,1,1,1,0.0,7,5.0,6.0,8,0.0,0.0,0.0
9604,162,209,1,1,0,0.0,1,3.0,22.0,13,0.0,0.0,0.0
9606,162,210,1,1,0,0.0,2,1.0,30.0,7,1.0,0.0,0.0
9607,162,209,1,1,0,0.0,1,3.0,14.0,8,0.0,0.0,0.0
9609,162,210,1,1,0,0.0,2,4.0,6.0,15,1.0,0.0,0.0
9610,162,209,0,1,0,0.0,2,2.0,23.0,13,0.0,0.0,1.0
9611,162,209,1,1,0,0.0,1,4.0,25.0,9,0.0,1.0,1.0
9614,162,209,0,1,0,0.0,2,1.0,24.0,10,0.0,0.0,1.0
9615,162,210,1,1,0,0.0,2,1.0,16.0,14,0.0,0.0,0.0
9616,162,209,0,1,0,0.0,7,2.0,12.0,8,0.0,0.0,1.0
9617,162,209,1,1,0,1.0,8,2.0,13.0,14,0.0,0.0,0.0
9618,162,209,1,1,0,0.0,3,4.0,12.0,9,0.0,0.0,0.0
9619,162,209,1,1,0,0.0,3,5.0,7.0,9,0.0,0.0,0.0
9620,162,210,1,1,0,0.0,5,2.0,9.0,8,1.0,0.0,0.0
9622,162,210,1,1,0,0.0,3,1.0,1.0,9,1.0,0.0,0.0
9623,162,209,1,1,0,0.0,3,1.0,20.0,8,0.0,1.0,0.0
9624,162,209,0,1,0,0.0,1,1.0,16.0,15,0.0,0.0,1.0
9625,162,209,1,1,0,0.0,1,2.0,17.0,12,0.0,1.0,0.0
9626,162,210,1,1,0,0.0,2,3.0,18.0,12,0.0,1.0,0.0
9629,162,209,0,1,0,0.0,1,2.0,27.0,14,0.0,1.0,2.0
9630,162,209,0,1,0,0.0,2,4.0,28.0,14,0.0,0.0,1.0
9632,162,209,1,7,0,0.0,3,3.0,31.0,14,0.0,2.0,0.0
9633,162,210,1,1,0,0.0,2,2.0,31.0,8,2.0,0.0,0.0
9634,162,209,1,1,0,0.0,2,3.0,1.0,13,0.0,1.0,1.0
9635,162,210,0,1,0,0.0,2,2.0,30.0,8,2.0,0.0,1.0
9636,162,209,1,1,0,0.0,7,3.0,31.0,9,0.0,0.0,0.0
9637,162,209,1,1,0,0.0,2,3.0,14.0,15,0.0,0.0,0.0
9638,162,210,1,1,0,0.0,5,4.0,30.0,13,1.0,0.0,0.0
9639,162,210,0,1,0,0.0,3,2.0,14.0,9,2.0,0.0,1.0
9640,162,209,0,1,0,0.0,6,5.0,20.0,14,0.0,0.0,1.0
