,TaskTypeID,SubTaskTypeID,AppointmentStatus,LanguageID,ForcedAppointment,SameDayAsApplied,LobbyBureauID,DayNumberOfWeek,DayNumberOfMonth,AppHour,Attempts,Reschedules,NoShows
62524,162,209,1,1,0,0.0,3,5.0,7.0,9,0.0,0.0,0.0
62526,162,210,0,1,0,0.0,2,4.0,29.0,14,2.0,0.0,1.0
62527,162,209,1,1,0,0.0,6,3.0,24.0,8,0.0,0.0,0.0
62528,162,209,1,1,0,0.0,1,4.0,19.0,10,0.0,0.0,0.0
62529,162,209,1,8,0,1.0,5,1.0,26.0,14,0.0,0.0,0.0
62530,162,209,1,1,0,0.0,5,3.0,19.0,13,0.0,0.0,0.0
62534,162,209,1,1,0,0.0,1,5.0,31.0,8,0.0,0.0,0.0
62535,162,210,0,1,0,0.0,2,5.0,24.0,10,2.0,0.0,1.0
62540,162,209,1,1,0,0.0,3,3.0,22.0,9,0.0,1.0,0.0
62541,162,209,1,1,0,0.0,4,5.0,16.0,9,0.0,0.0,0.0
62542,162,210,1,1,0,0.0,2,1.0,3.0,15,1.0,0.0,0.0
62543,162,209,1,11,0,0.0,3,2.0,4.0,9,0.0,1.0,0.0
62544,162,209,1,1,0,0.0,1,1.0,23.0,8,0.0,0.0,0.0
62545,162,209,1,1,0,0.0,4,5.0,6.0,8,0.0,0.0,0.0
62546,162,210,1,1,0,0.0,2,4.0,8.0,14,1.0,0.0,0.0
62547,162,210,1,1,0,0.0,7,5.0,22.0,14,0.0,0.0,0.0
62548,162,210,1,1,0,0.0,2,1.0,11.0,13,0.0,1.0,1.0
62549,162,210,1,1,0,0.0,7,3.0,15.0,8,1.0,0.0,0.0
62550,162,209,1,3,0,0.0,7,4.0,13.0,9,0.0,0.0,0.0
62551,162,209,1,1,0,0.0,7,1.0,13.0,9,0.0,0.0,0.0
62552,162,209,1,1,1,0.0,3,3.0,17.0,8,0.0,0.0,0.0
62556,162,210,1,1,0,0.0,3,5.0,17.0,8,1.0,0.0,0.0
62557,162,209,1,1,0,0.0,5,2.0,12.0,9,0.0,0.0,0.0
62558,162,210,1,1,0,0.0,3,1.0,20.0,14,1.0,0.0,0.0
62559,162,209,1,1,0,0.0,4,2.0,31.0,8,0.0,1.0,0.0
62561,162,209,1,1,0,0.0,3,5.0,24.0,9,0.0,0.0,0.0
62562,162,210,1,1,0,0.0,2,5.0,21.0,7,1.0,1.0,1.0
62563,162,210,0,1,0,0.0,2,2.0,23.0,14,2.0,0.0,1.0
62564,162,210,1,1,0,0.0,2,3.0,12.0,8,1.0,0.0,0.0
62566,162,209,1,1,0,1.0,2,4.0,2.0,13,0.0,0.0,0.0
62567,162,209,1,1,0,0.0,1,4.0,4.0,9,0.0,0.0,0.0
62568,162,210,1,1,0,0.0,4,2.0,12.0,8,0.0,0.0,0.0
62571,162,209,1,1,0,0.0,5,3.0,29.0,13,0.0,0.0,0.0
62573,162,210,1,1,0,0.0,6,3.0,28.0,13,1.0,0.0,0.0
62574,162,210,1,1,0,0.0,7,2.0,21.0,8,1.0,0.0,0.0
62575,162,209,1,1,0,0.0,3,3.0,7.0,14,0.0,0.0,0.0
62576,162,209,1,1,0,0.0,6,3.0,15.0,13,0.0,0.0,0.0
62577,162,210,1,1,0,0.0,2,4.0,15.0,14,1.0,1.0,1.0
62578,162,209,1,8,0,0.0,4,4.0,15.0,9,0.0,0.0,0.0
62579,162,209,1,1,0,0.0,1,4.0,27.0,12,0.0,1.0,0.0
62580,162,210,1,1,0,0.0,2,2.0,4.0,13,1.0,0.0,0.0
62581,162,209,1,1,0,0.0,1,5.0,15.0,13,0.0,1.0,0.0
62582,162,210,1,1,0,0.0,2,2.0,24.0,8,0.0,0.0,0.0
62583,162,209,1,1,0,0.0,6,3.0,11.0,14,0.0,0.0,1.0
62584,162,209,1,1,0,0.0,1,5.0,14.0,9,0.0,0.0,0.0
62588,162,209,1,1,0,0.0,7,3.0,11.0,8,0.0,0.0,0.0
62589,162,210,1,1,0,0.0,2,3.0,12.0,7,1.0,1.0,1.0
62590,162,209,1,1,0,0.0,5,2.0,12.0,8,0.0,0.0,0.0
62592,162,209,1,1,0,0.0,3,3.0,5.0,8,0.0,1.0,1.0
62594,162,209,0,1,0,0.0,1,1.0,5.0,14,0.0,0.0,1.0
62595,162,209,1,1,0,0.0,5,5.0,5.0,8,0.0,0.0,0.0
62596,162,209,1,1,0,0.0,7,4.0,4.0,9,0.0,1.0,0.0
62597,162,209,1,1,0,1.0,4,4.0,25.0,9,0.0,0.0,0.0
62598,162,209,0,8,0,0.0,3,4.0,26.0,13,0.0,0.0,1.0
62599,162,209,1,1,0,0.0,6,4.0,25.0,9,0.0,0.0,0.0
62600,162,209,1,1,0,0.0,1,5.0,24.0,9,0.0,1.0,1.0
62602,162,210,1,1,0,0.0,2,2.0,17.0,10,0.0,0.0,0.0
62603,162,210,0,1,0,0.0,2,5.0,26.0,13,2.0,0.0,1.0
62605,162,210,1,8,0,0.0,8,5.0,30.0,9,1.0,0.0,0.0
62608,162,210,1,1,0,0.0,2,1.0,27.0,12,1.0,0.0,0.0
62609,162,210,0,1,0,0.0,2,3.0,5.0,14,2.0,0.0,1.0
62610,162,210,0,1,0,0.0,7,3.0,5.0,9,0.0,0.0,1.0
62611,162,210,1,1,0,0.0,2,4.0,30.0,13,1.0,0.0,0.0
62612,162,209,1,10,0,0.0,7,5.0,19.0,9,0.0,0.0,0.0
62613,162,209,1,1,0,0.0,1,3.0,5.0,14,0.0,1.0,1.0
62614,162,210,1,1,0,0.0,2,2.0,18.0,12,1.0,0.0,0.0
62615,162,210,0,1,0,0.0,2,3.0,15.0,13,2.0,0.0,1.0
62616,162,210,1,1,0,0.0,2,2.0,24.0,13,1.0,0.0,0.0
62617,162,209,1,1,0,0.0,1,1.0,3.0,13,0.0,0.0,0.0
62619,162,210,1,1,0,0.0,2,3.0,29.0,13,1.0,0.0,0.0
62621,162,209,1,1,0,0.0,1,2.0,19.0,13,0.0,0.0,0.0
62622,162,210,1,1,0,0.0,2,5.0,14.0,13,1.0,0.0,0.0
62623,162,210,0,1,0,0.0,2,3.0,15.0,13,2.0,0.0,1.0
62625,162,210,1,1,0,0.0,2,2.0,9.0,7,1.0,2.0,1.0
62627,162,210,1,1,0,0.0,5,4.0,25.0,8,2.0,0.0,0.0
62629,162,209,0,1,0,0.0,5,2.0,14.0,13,0.0,1.0,1.0
62630,162,209,1,1,0,0.0,1,3.0,24.0,10,0.0,0.0,0.0
62631,162,209,1,1,0,0.0,6,5.0,27.0,13,0.0,1.0,1.0
62633,162,209,1,1,0,0.0,7,4.0,26.0,14,0.0,0.0,0.0
62634,162,210,0,1,0,0.0,2,5.0,22.0,13,0.0,0.0,1.0
62635,162,209,0,1,0,0.0,4,3.0,29.0,11,0.0,0.0,1.0
62637,162,210,0,1,0,0.0,2,5.0,2.0,7,2.0,0.0,1.0
62639,162,209,1,1,0,0.0,8,1.0,23.0,9,0.0,0.0,0.0
62640,162,209,1,1,0,0.0,7,2.0,6.0,14,0.0,0.0,0.0
62641,162,210,1,1,0,0.0,2,5.0,16.0,13,1.0,0.0,0.0
62642,162,210,0,1,0,0.0,5,3.0,15.0,8,2.0,1.0,2.0
62643,162,210,1,1,0,0.0,2,1.0,3.0,8,1.0,0.0,0.0
62644,162,209,1,1,0,0.0,1,3.0,5.0,12,0.0,0.0,0.0
62645,162,209,1,1,0,1.0,2,4.0,6.0,13,0.0,0.0,0.0
62646,162,209,1,1,0,0.0,5,1.0,25.0,9,0.0,0.0,0.0
62647,162,209,1,1,0,0.0,1,2.0,3.0,14,0.0,0.0,0.0
62648,162,210,1,1,0,0.0,2,1.0,29.0,8,1.0,1.0,1.0
62649,162,209,0,8,0,0.0,7,3.0,18.0,8,0.0,0.0,1.0
62650,162,209,1,1,0,0.0,1,2.0,3.0,10,0.0,0.0,0.0
62651,162,209,0,1,0,0.0,1,2.0,24.0,12,0.0,0.0,1.0
62653,162,209,1,1,0,0.0,1,2.0,17.0,8,0.0,2.0,1.0
62655,162,210,0,1,0,0.0,2,2.0,4.0,16,2.0,0.0,1.0
62656,162,209,1,1,0,0.0,7,4.0,27.0,9,0.0,0.0,0.0
62658,162,210,0,1,0,0.0,2,1.0,10.0,10,2.0,0.0,1.0
62659,162,209,1,1,0,0.0,5,3.0,10.0,8,0.0,0.0,0.0
62660,162,209,1,1,0,0.0,1,2.0,9.0,12,0.0,1.0,1.0
62662,162,209,1,1,0,0.0,4,1.0,18.0,8,0.0,1.0,0.0
62663,162,209,0,1,0,0.0,5,2.0,11.0,14,0.0,3.0,2.0
62664,162,209,1,1,0,0.0,1,1.0,15.0,8,0.0,0.0,0.0
62665,162,210,1,1,0,0.0,2,3.0,24.0,14,1.0,0.0,0.0
62666,162,209,1,8,0,0.0,1,4.0,6.0,8,0.0,0.0,0.0
62668,162,210,0,1,0,0.0,3,1.0,19.0,13,2.0,0.0,1.0
62669,162,210,1,8,0,1.0,8,3.0,28.0,9,1.0,0.0,0.0
62670,162,210,0,1,0,0.0,2,1.0,3.0,8,2.0,0.0,1.0
62671,162,210,1,1,0,0.0,5,5.0,27.0,14,1.0,0.0,0.0
62672,162,210,1,1,0,0.0,2,2.0,7.0,14,1.0,0.0,0.0
62673,162,209,1,1,0,0.0,4,5.0,22.0,8,0.0,0.0,0.0
62676,162,210,1,1,0,0.0,2,2.0,27.0,13,2.0,0.0,0.0
62677,162,209,1,1,0,1.0,4,2.0,27.0,11,0.0,1.0,0.0
62678,162,210,1,1,0,0.0,6,4.0,23.0,9,2.0,1.0,0.0
62679,162,209,0,1,0,0.0,1,5.0,15.0,13,0.0,0.0,1.0
62680,162,209,1,1,0,0.0,1,2.0,10.0,13,0.0,0.0,0.0
62681,162,210,1,1,0,0.0,2,3.0,11.0,13,0.0,0.0,0.0
62683,162,210,1,1,0,0.0,2,2.0,31.0,8,1.0,0.0,0.0
62684,162,209,1,1,0,0.0,1,2.0,25.0,9,0.0,0.0,0.0
62685,162,209,1,1,0,0.0,1,2.0,17.0,12,0.0,0.0,0.0
62686,162,210,1,1,0,0.0,2,4.0,25.0,8,2.0,0.0,0.0
62687,162,210,1,1,0,0.0,6,2.0,10.0,13,0.0,0.0,0.0
62688,162,210,1,1,0,0.0,7,2.0,28.0,8,1.0,0.0,0.0
62689,162,209,0,1,0,0.0,1,2.0,2.0,10,0.0,1.0,2.0
62690,162,210,0,1,0,0.0,2,1.0,1.0,8,2.0,0.0,1.0
62692,162,209,0,1,0,0.0,1,2.0,20.0,10,0.0,0.0,1.0
62693,162,210,1,1,0,0.0,2,4.0,13.0,8,1.0,0.0,0.0
62694,162,209,0,7,0,0.0,5,4.0,6.0,14,0.0,0.0,1.0
62695,162,209,1,1,0,0.0,1,3.0,8.0,10,0.0,0.0,0.0
62696,162,210,1,1,0,0.0,2,3.0,18.0,7,0.0,0.0,0.0
62697,162,209,1,9,0,0.0,7,4.0,6.0,14,0.0,0.0,0.0
62698,162,210,1,1,0,0.0,2,5.0,19.0,8,1.0,0.0,0.0
62699,162,209,1,1,0,0.0,1,5.0,21.0,8,0.0,1.0,1.0
62700,162,210,1,1,0,0.0,2,1.0,26.0,8,1.0,0.0,0.0
62701,162,209,1,1,0,0.0,2,3.0,3.0,13,0.0,0.0,0.0
62702,162,210,0,1,0,0.0,7,2.0,18.0,8,2.0,0.0,1.0
62704,162,209,1,1,0,0.0,5,2.0,21.0,14,0.0,0.0,0.0
62705,162,209,1,1,0,1.0,5,3.0,13.0,13,0.0,0.0,0.0
62707,162,210,1,1,0,0.0,2,3.0,26.0,8,2.0,0.0,0.0
62708,162,209,1,1,0,0.0,1,2.0,11.0,9,0.0,0.0,0.0
62709,162,210,1,1,0,0.0,2,4.0,1.0,15,1.0,0.0,0.0
62711,162,210,1,1,0,0.0,2,3.0,27.0,14,0.0,0.0,0.0
62712,162,209,1,1,0,0.0,1,2.0,11.0,10,0.0,0.0,0.0
62713,162,209,1,16,0,0.0,3,2.0,28.0,14,0.0,0.0,0.0
62714,162,210,1,1,0,0.0,2,5.0,12.0,13,1.0,0.0,0.0
62715,162,209,1,1,0,0.0,2,3.0,19.0,10,0.0,0.0,0.0
62719,162,209,1,1,0,0.0,5,5.0,15.0,9,0.0,0.0,0.0
62720,162,210,1,1,0,0.0,2,3.0,18.0,14,0.0,1.0,1.0
62721,162,210,0,1,0,0.0,2,1.0,9.0,8,0.0,0.0,1.0
62723,162,210,1,1,0,0.0,2,5.0,7.0,7,2.0,0.0,0.0
62724,162,209,1,1,0,0.0,1,1.0,22.0,12,0.0,0.0,0.0
62725,162,209,1,1,0,0.0,1,3.0,27.0,14,0.0,0.0,0.0
62726,162,210,1,1,0,0.0,2,2.0,13.0,10,1.0,0.0,0.0
62727,162,209,1,1,0,0.0,1,5.0,20.0,9,0.0,1.0,0.0
62728,162,209,1,1,0,0.0,1,3.0,8.0,13,0.0,0.0,0.0
62732,162,209,1,1,0,0.0,1,5.0,10.0,14,0.0,0.0,0.0
62734,162,209,1,1,0,0.0,5,1.0,3.0,14,0.0,0.0,0.0
62735,162,210,0,1,0,0.0,2,4.0,4.0,14,2.0,0.0,1.0
62737,162,209,1,8,0,0.0,7,5.0,24.0,8,0.0,0.0,0.0
62739,162,209,0,1,0,0.0,4,2.0,31.0,13,0.0,1.0,2.0
62741,162,209,1,17,0,0.0,4,3.0,31.0,14,0.0,0.0,0.0
62742,162,209,1,1,0,0.0,4,4.0,23.0,14,0.0,2.0,1.0
62743,162,211,1,1,0,0.0,6,3.0,20.0,9,0.0,0.0,0.0
62745,162,209,1,1,0,0.0,1,3.0,19.0,10,0.0,0.0,0.0
62746,162,209,1,1,0,0.0,2,1.0,10.0,13,0.0,0.0,0.0
62747,162,209,1,9,0,0.0,1,2.0,20.0,13,0.0,0.0,0.0
62749,162,210,1,1,0,0.0,7,5.0,9.0,14,1.0,1.0,1.0
62750,162,209,1,1,0,0.0,5,1.0,2.0,14,0.0,0.0,0.0
62751,162,210,1,1,0,0.0,2,3.0,3.0,15,1.0,0.0,0.0
62752,162,210,1,1,0,0.0,7,3.0,5.0,8,1.0,0.0,0.0
62753,162,209,1,1,0,0.0,1,2.0,27.0,10,0.0,0.0,0.0
62754,162,210,1,1,0,0.0,2,1.0,6.0,15,1.0,0.0,0.0
62757,162,209,0,1,0,0.0,5,1.0,16.0,8,0.0,0.0,1.0
62759,162,209,1,1,0,0.0,3,5.0,8.0,9,0.0,0.0,0.0
62760,162,210,0,1,0,0.0,2,3.0,22.0,15,2.0,0.0,1.0
62762,162,210,0,1,0,0.0,2,2.0,16.0,13,2.0,1.0,2.0
62763,162,209,0,1,0,0.0,3,4.0,14.0,8,0.0,0.0,1.0
62765,162,209,1,1,0,0.0,1,5.0,5.0,13,0.0,1.0,0.0
62767,162,210,0,1,0,0.0,6,3.0,25.0,13,2.0,0.0,1.0
62768,162,209,1,1,0,0.0,1,1.0,27.0,15,0.0,0.0,0.0
62769,162,209,1,1,0,0.0,1,2.0,30.0,14,0.0,0.0,0.0
62771,162,210,1,1,0,0.0,2,2.0,4.0,13,1.0,0.0,0.0
62772,162,209,1,32,0,0.0,5,4.0,25.0,14,0.0,1.0,1.0
62773,162,210,0,1,0,0.0,5,3.0,8.0,8,2.0,0.0,1.0
62775,162,209,1,1,0,0.0,5,5.0,22.0,13,0.0,3.0,2.0
62776,162,210,1,1,0,0.0,2,2.0,23.0,13,2.0,0.0,0.0
62777,162,210,1,1,0,0.0,2,4.0,9.0,14,1.0,0.0,0.0
62780,162,209,1,1,1,0.0,7,3.0,25.0,9,0.0,0.0,0.0
62781,162,210,1,1,0,0.0,7,1.0,10.0,13,0.0,0.0,1.0
62783,162,210,0,1,0,0.0,3,5.0,7.0,13,2.0,0.0,1.0
62784,162,209,1,7,0,0.0,5,1.0,2.0,14,0.0,0.0,0.0
62786,162,209,0,1,0,1.0,7,3.0,22.0,13,0.0,0.0,1.0
62787,162,209,1,1,0,0.0,3,5.0,3.0,14,0.0,0.0,0.0
62788,162,209,1,1,0,0.0,1,4.0,15.0,8,0.0,0.0,0.0
62789,162,209,1,1,0,0.0,1,5.0,3.0,8,0.0,0.0,0.0
62790,162,209,1,1,0,0.0,1,3.0,5.0,14,0.0,0.0,0.0
62791,162,209,1,1,0,0.0,1,3.0,5.0,14,0.0,0.0,0.0
62792,162,209,0,1,0,0.0,3,4.0,23.0,8,0.0,0.0,1.0
62794,162,210,1,1,0,0.0,4,5.0,14.0,9,2.0,1.0,1.0
62795,162,210,1,1,0,0.0,2,5.0,30.0,14,2.0,0.0,0.0
62796,162,209,1,1,0,0.0,4,1.0,23.0,14,0.0,0.0,0.0
62797,162,209,0,1,0,0.0,1,2.0,18.0,10,0.0,0.0,1.0
62798,162,209,1,1,0,1.0,1,1.0,26.0,10,0.0,0.0,0.0
62801,162,210,1,1,0,0.0,2,2.0,19.0,15,0.0,0.0,0.0
62806,162,209,1,1,0,0.0,4,1.0,1.0,13,0.0,0.0,0.0
62807,162,209,1,1,0,0.0,3,1.0,27.0,9,0.0,1.0,1.0
62808,162,209,1,1,0,0.0,7,2.0,6.0,9,0.0,0.0,0.0
62809,162,209,1,1,1,0.0,1,2.0,12.0,14,0.0,1.0,1.0
62810,162,209,1,1,0,0.0,4,5.0,8.0,14,0.0,0.0,0.0
62811,162,209,1,1,0,0.0,5,3.0,28.0,13,0.0,0.0,0.0
62813,162,210,1,1,0,0.0,2,3.0,13.0,12,0.0,1.0,1.0
62815,162,209,1,1,0,0.0,3,2.0,10.0,9,0.0,0.0,0.0
62816,162,209,1,9,0,0.0,7,2.0,27.0,9,0.0,0.0,0.0
62817,162,210,1,1,0,0.0,2,4.0,20.0,8,1.0,0.0,0.0
62818,162,209,1,1,0,0.0,1,3.0,24.0,13,0.0,1.0,0.0
62819,162,209,1,1,0,0.0,1,5.0,17.0,12,0.0,0.0,0.0
62820,162,209,1,1,0,0.0,5,5.0,28.0,8,0.0,0.0,0.0
62822,162,210,1,1,0,0.0,2,4.0,13.0,8,2.0,0.0,0.0
62823,162,209,1,1,0,0.0,5,1.0,27.0,8,0.0,0.0,1.0
62824,162,209,1,1,0,0.0,7,4.0,6.0,13,0.0,0.0,0.0
62825,162,210,1,1,0,0.0,2,2.0,3.0,13,0.0,0.0,0.0
62826,162,209,1,1,0,0.0,4,3.0,5.0,9,0.0,0.0,0.0
62827,162,209,1,1,0,0.0,5,2.0,18.0,13,0.0,0.0,0.0
62829,162,209,0,1,0,0.0,4,2.0,31.0,9,0.0,1.0,1.0
62830,162,209,1,1,1,1.0,6,4.0,26.0,13,0.0,0.0,0.0
62832,162,210,1,1,0,1.0,2,3.0,8.0,13,0.0,0.0,0.0
62833,162,209,1,1,0,0.0,2,2.0,14.0,8,0.0,0.0,0.0
62834,162,210,1,1,0,0.0,2,1.0,24.0,14,2.0,0.0,0.0
62836,162,209,1,1,0,0.0,5,1.0,25.0,8,0.0,0.0,0.0
62837,162,209,1,1,0,0.0,1,2.0,18.0,9,0.0,0.0,0.0
62838,162,210,0,1,0,0.0,2,5.0,24.0,15,2.0,0.0,1.0
62839,162,209,1,1,0,0.0,2,2.0,16.0,10,0.0,0.0,0.0
62840,162,209,1,1,0,0.0,7,3.0,1.0,9,0.0,0.0,0.0
62842,162,209,1,1,0,0.0,1,5.0,24.0,12,0.0,1.0,1.0
62843,162,210,1,1,0,0.0,2,5.0,9.0,13,1.0,0.0,0.0
62844,162,209,1,1,0,0.0,1,3.0,25.0,10,0.0,0.0,0.0
62846,162,209,0,1,0,0.0,5,2.0,21.0,14,0.0,0.0,1.0
62848,162,209,1,1,0,0.0,4,5.0,6.0,14,0.0,0.0,0.0
62849,162,209,1,1,0,0.0,4,5.0,10.0,13,0.0,0.0,0.0
62850,162,210,1,1,0,0.0,2,5.0,7.0,14,1.0,0.0,0.0
62851,162,210,1,1,0,0.0,2,3.0,26.0,13,1.0,0.0,0.0
62852,162,209,1,1,0,0.0,7,3.0,31.0,9,0.0,1.0,1.0
62853,162,209,0,1,0,0.0,4,3.0,8.0,8,0.0,0.0,1.0
62854,162,209,1,1,1,1.0,5,1.0,19.0,14,0.0,0.0,0.0
62855,162,210,1,1,0,0.0,2,4.0,9.0,8,1.0,1.0,0.0
62857,162,209,1,1,0,0.0,7,5.0,2.0,9,0.0,0.0,0.0
62858,162,209,1,1,0,0.0,3,2.0,13.0,8,0.0,0.0,0.0
62859,162,209,0,1,0,0.0,1,4.0,11.0,8,0.0,0.0,1.0
62861,162,209,1,17,1,0.0,5,4.0,4.0,8,0.0,0.0,0.0
62863,162,210,1,1,0,0.0,2,2.0,18.0,15,1.0,0.0,0.0
62865,162,209,1,1,0,0.0,5,4.0,26.0,13,0.0,1.0,1.0
62867,162,209,0,1,0,0.0,7,4.0,20.0,9,0.0,1.0,2.0
62868,162,209,1,27,0,0.0,4,4.0,28.0,13,0.0,0.0,0.0
62869,162,209,0,1,0,0.0,2,5.0,27.0,8,0.0,0.0,1.0
62870,162,210,1,1,0,0.0,4,5.0,19.0,9,1.0,0.0,0.0
62871,162,209,1,1,0,0.0,1,1.0,19.0,13,0.0,0.0,0.0
62872,162,210,1,1,0,0.0,2,2.0,28.0,15,2.0,1.0,1.0
62874,162,210,1,1,0,0.0,2,1.0,16.0,13,0.0,0.0,0.0
62876,162,210,1,1,0,0.0,2,3.0,18.0,8,0.0,0.0,0.0
62877,162,209,1,1,0,1.0,1,2.0,27.0,13,0.0,0.0,0.0
62878,162,209,1,1,0,0.0,3,1.0,15.0,13,0.0,1.0,1.0
62879,162,209,0,1,0,0.0,5,2.0,25.0,11,0.0,0.0,1.0
62880,162,209,1,1,0,0.0,7,2.0,26.0,14,0.0,1.0,1.0
62882,162,209,0,1,0,0.0,1,2.0,28.0,12,0.0,0.0,1.0
62884,162,209,1,1,0,1.0,8,5.0,12.0,14,0.0,0.0,0.0
62887,162,209,1,1,0,1.0,7,4.0,11.0,13,0.0,0.0,0.0
62888,162,209,0,1,0,0.0,6,4.0,28.0,9,0.0,0.0,1.0
62889,162,210,1,1,0,0.0,2,3.0,29.0,14,1.0,1.0,1.0
62891,162,210,1,1,0,0.0,7,2.0,20.0,14,2.0,0.0,0.0
62892,162,210,0,1,0,0.0,6,3.0,5.0,14,2.0,0.0,1.0
62893,162,210,1,1,0,0.0,2,1.0,13.0,7,1.0,0.0,1.0
62895,162,209,0,1,0,0.0,1,4.0,18.0,14,0.0,0.0,1.0
62896,162,209,1,1,0,0.0,6,3.0,25.0,11,0.0,0.0,0.0
62897,162,210,1,1,0,0.0,2,3.0,3.0,14,1.0,0.0,0.0
62898,162,209,1,1,1,0.0,7,5.0,6.0,9,0.0,1.0,1.0
62899,162,209,1,1,1,0.0,7,4.0,19.0,8,0.0,0.0,0.0
62901,162,210,1,1,0,0.0,2,5.0,19.0,10,1.0,1.0,1.0
62902,162,209,1,1,1,0.0,6,1.0,20.0,14,0.0,0.0,0.0
62903,162,209,1,1,0,0.0,3,5.0,28.0,13,0.0,0.0,0.0
62905,162,209,1,1,0,0.0,7,5.0,6.0,14,0.0,0.0,0.0
62906,162,209,1,1,0,0.0,1,4.0,21.0,12,0.0,0.0,0.0
62908,162,209,0,1,0,0.0,5,3.0,24.0,13,0.0,1.0,1.0
62909,162,209,1,1,0,0.0,3,5.0,2.0,9,0.0,0.0,0.0
62910,162,209,1,1,0,1.0,1,2.0,27.0,12,0.0,0.0,0.0
62911,162,209,1,1,0,0.0,2,1.0,23.0,14,0.0,0.0,0.0
62912,162,210,1,1,0,0.0,2,3.0,7.0,8,1.0,0.0,0.0
62913,162,209,1,1,0,0.0,7,5.0,13.0,9,0.0,1.0,1.0
62914,162,209,1,1,0,0.0,1,5.0,2.0,13,0.0,2.0,1.0
62915,162,209,0,1,0,0.0,3,2.0,9.0,13,0.0,0.0,1.0
62916,162,209,1,1,0,0.0,5,4.0,23.0,14,0.0,0.0,0.0
62918,162,209,0,1,0,0.0,5,5.0,7.0,9,0.0,0.0,1.0
62919,162,209,1,1,0,0.0,1,2.0,12.0,13,0.0,1.0,1.0
62922,162,209,1,1,0,0.0,5,3.0,3.0,14,0.0,0.0,0.0
62923,162,210,0,1,0,0.0,2,3.0,19.0,13,2.0,0.0,1.0
62924,162,209,1,1,0,0.0,7,1.0,1.0,9,0.0,1.0,1.0
62925,162,210,0,1,0,0.0,5,3.0,22.0,8,2.0,0.0,1.0
62926,162,210,1,3,0,0.0,7,5.0,15.0,8,0.0,0.0,0.0
62929,162,209,0,1,0,0.0,1,3.0,15.0,8,0.0,1.0,2.0
62931,162,210,1,1,0,0.0,2,1.0,27.0,12,1.0,0.0,0.0
62933,162,210,1,1,0,0.0,6,4.0,21.0,9,0.0,0.0,0.0
62934,162,210,0,1,0,0.0,2,5.0,24.0,13,1.0,0.0,1.0
62935,162,209,1,1,0,0.0,1,2.0,21.0,8,0.0,0.0,0.0
62936,162,209,1,1,0,0.0,5,4.0,26.0,9,0.0,0.0,0.0
62937,162,210,1,1,0,0.0,2,4.0,8.0,15,1.0,0.0,0.0
62939,162,209,0,1,0,0.0,2,1.0,24.0,12,0.0,0.0,1.0
62940,162,210,1,1,0,0.0,2,5.0,7.0,13,1.0,0.0,0.0
62941,162,209,0,1,0,0.0,6,3.0,12.0,9,0.0,0.0,1.0
62942,162,209,1,1,0,0.0,1,4.0,11.0,15,0.0,0.0,0.0
62943,162,209,0,1,0,0.0,1,5.0,19.0,14,0.0,0.0,1.0
62944,162,209,1,1,0,0.0,5,5.0,27.0,8,0.0,0.0,0.0
62945,162,210,0,1,0,0.0,2,2.0,18.0,13,2.0,0.0,1.0
62946,162,210,0,1,0,0.0,2,5.0,2.0,14,2.0,0.0,1.0
62947,162,210,1,1,0,0.0,3,1.0,18.0,13,0.0,0.0,0.0
62948,162,210,0,1,0,0.0,2,2.0,31.0,8,2.0,0.0,1.0
62949,162,209,1,1,0,0.0,1,1.0,18.0,13,0.0,0.0,0.0
62950,162,210,1,1,0,0.0,7,1.0,24.0,8,1.0,0.0,0.0
62951,162,209,1,1,0,0.0,7,4.0,25.0,8,0.0,0.0,0.0
62952,162,209,1,7,0,0.0,5,2.0,30.0,14,0.0,0.0,0.0
62955,162,209,1,1,0,0.0,2,5.0,17.0,12,0.0,0.0,0.0
62957,162,210,0,1,0,0.0,2,2.0,19.0,15,0.0,0.0,1.0
62958,162,209,0,1,0,0.0,1,4.0,20.0,14,0.0,0.0,1.0
62960,162,210,1,1,0,0.0,6,5.0,19.0,13,1.0,0.0,0.0
62961,162,209,1,1,0,0.0,1,3.0,25.0,10,0.0,0.0,0.0
62964,162,209,1,1,0,0.0,4,2.0,11.0,9,0.0,1.0,0.0
62965,162,209,1,1,0,0.0,2,5.0,31.0,8,0.0,1.0,1.0
62966,162,210,1,1,0,0.0,2,1.0,19.0,8,1.0,0.0,0.0
62967,162,209,1,1,0,0.0,1,4.0,29.0,13,0.0,0.0,0.0
62969,162,210,0,1,0,0.0,5,1.0,15.0,13,2.0,0.0,1.0
62970,162,210,0,1,0,0.0,7,3.0,7.0,8,2.0,0.0,1.0
62971,162,210,1,1,0,0.0,7,2.0,14.0,8,1.0,0.0,0.0
62972,162,209,0,1,0,0.0,1,5.0,10.0,13,0.0,0.0,1.0
62973,162,209,1,8,0,0.0,7,5.0,21.0,9,0.0,0.0,0.0
62974,162,209,1,1,0,0.0,4,2.0,17.0,11,0.0,0.0,0.0
62975,162,209,1,1,0,0.0,7,1.0,16.0,13,0.0,1.0,0.0
62976,162,210,1,1,0,0.0,2,3.0,14.0,14,1.0,0.0,0.0
62977,162,209,1,1,0,0.0,7,4.0,21.0,8,0.0,0.0,0.0
62980,162,210,1,1,0,0.0,5,3.0,5.0,13,1.0,1.0,1.0
